Serial (序号)	Idiom (成语)	Frequency (频率)	HSK level (HSK级别)
1128:	目中无人	12	4
1129:	偷偷摸摸	12	
1130:	保家卫国	12	
1131:	发人深省	12	
1132:	精神抖擞	12	
1133:	千呼万唤	12	
1134:	井井有条	12	
1135:	同床异梦	12	
1136:	朝气蓬勃	12	4
1137:	为期不远	12	
1138:	谦虚谨慎	12	
1139:	扶老携幼	12	
1140:	短兵相接	12	
1141:	可歌可泣	12	4
1142:	添油加醋	12	
1143:	狼狈为奸	12	
1144:	人才济济	12	
1145:	一锤定音	12	
1146:	以退为进	12	
1147:	说来说去	12	
1148:	机关算尽	12	
1149:	声名狼藉	12	
1150:	无可比拟	12	
1151:	一手遮天	12	
1152:	柳暗花明	12	
1153:	惨无人道	12	
1154:	挑拨离间	12	
1155:	一箭双雕	12	
1156:	日复一日	12	
1157:	一鼓作气	12	
1158:	诚心诚意	12	4
1159:	自由自在	12	
1160:	如虎添翼	12	
1161:	风声鹤唳	12	
1162:	束之高阁	12	
1163:	引经据典	11	
1164:	一无是处	11	
1165:	雷厉风行	11	
1166:	以德报怨	11	
1167:	名符其实	11	
1168:	奇耻大辱	11	
1169:	渔翁之利	11	
1170:	一往无前	11	
1171:	鼓舞人心	11	
1172:	言犹在耳	11	
1173:	扬长避短	11	
1174:	屡战屡败	11	
1175:	埋头苦干	11	
1176:	以假乱真	11	
1177:	一统天下	11	
1178:	骑虎难下	11	
1179:	私相授受	11	
1180:	灵丹妙药	11	
1181:	毛遂自荐	11	
1182:	弱肉强食	11	
1183:	例行公事	11	
1184:	利令智昏	11	
1185:	言而无信	11	
1186:	立竿见影	11	
1187:	雨后春笋	11	
1188:	似曾相识	11	
1189:	渔翁得利	11	
1190:	雪中送炭	11	
1191:	齐头并进	11	
1192:	秋高气爽	11	
1193:	弦外之音	11	
1194:	问心无愧	11	
1195:	无恶不作	11	
1196:	无穷无尽	11	
1197:	振振有词	11	
1198:	萎靡不振	11	
1199:	呕心沥血	11	
1200:	为国捐躯	11	
1201:	将信将疑	11	
1202:	切肤之痛	11	
1203:	舍近求远	11	
1204:	真心诚意	11	
1205:	豁然开朗	11	
1206:	真枪实弹	11	
1207:	真刀真枪	11	
1208:	深谋远虑	11	
1209:	匹夫有责	11	
1210:	无时无刻	11	
1211:	集思广益	11	
1212:	亲密无间	11	
1213:	捷报频传	11	
1214:	一纸空文	11	
1215:	易如反掌	11	
1216:	磨刀霍霍	11	
1217:	穷凶极恶	11	
1218:	摩拳擦掌	11	
1219:	适可而止	11	
1220:	千家万户	11	
1221:	来者不拒	11	
1222:	海市蜃楼	11	
1223:	虚情假意	11	
1224:	开国元勋	11	
1225:	绝处逢生	11	
1226:	心腹大患	11	
1227:	后起之秀	11	
1228:	投鼠忌器	11	
1229:	外强中干	11	
1230:	纠缠不清	11	
1231:	偷工减料	11	
1232:	轻车简从	11	
1233:	同心协力	11	
1234:	横行霸道	11	
1235:	裹足不前	11	
1236:	夸大其词	11	
1237:	从头至尾	11	
1238:	背信弃义	11	
1239:	徇私舞弊	11	
1240:	大失所望	11	
1241:	偃旗息鼓	11	
1242:	杞人忧天	11	
1243:	大呼小叫	11	
1244:	大发雷霆	11	
1245:	反唇相讥	11	
1246:	独善其身	11	
1247:	不可理喻	11	
1248:	背井离乡	11	
1249:	霸王别姬	11	
1250:	独断专行	11	
1251:	卑躬屈膝	11	
1252:	打抱不平	11	
1253:	从容不迫	11	4
1254:	独断独行	11	
1255:	登峰造极	11	
1256:	勃然大怒	11	
1257:	踌躇不前	11	
1258:	不省人事	11	
1259:	不胫而走	11	
1260:	各取所需	11	
1261:	不务正业	11	
1262:	百花齐放	11	4
1263:	灯火辉煌	11	
1264:	充耳不闻	11	
1265:	德才兼备	11	
1266:	奋起直追	11	
1267:	各持己见	11	
1268:	殚精竭虑	11	
1269:	歌功颂德	11	
1270:	自食其言	11	
1271:	好事多磨	10	
1272:	灵机一动	10	
1273:	临危不惧	10	
1274:	林林总总	10	
1275:	引狼入室	10	
1276:	心平气和	10	
1277:	好大喜功	10	
1278:	不由分说	10	
1279:	假戏真做	10	
1280:	不二法门	10	
1281:	风风火火	10	
1282:	海阔天空	10	
1283:	熙熙攘攘	10	
1284:	风度翩翩	10	
1285:	将计就计	10	
1286:	一概而论	10	4
1287:	熟视无睹	10	
1288:	过街老鼠	10	
1289:	心惊胆战	10	
1290:	贼喊捉贼	10	
1291:	自知之明	10	
1292:	得意忘形	10	
1293:	兼而有之	10	
1294:	不亦乐乎	10	
1295:	茶余饭后	10	
1296:	青黄不接	10	
1297:	艰难险阻	10	
1298:	坚韧不拔	10	
1299:	战火纷飞	10	
1300:	顶礼膜拜	10	
1301:	满不在乎	10	
1302:	一飞冲天	10	
1303:	大手大脚	10	
1304:	一面之词	10	
1305:	唇枪舌剑	10	
1306:	趋之若鹜	10	
1307:	腰缠万贯	10	
1308:	深山老林	10	
1309:	妄自菲薄	10	
1310:	杀一儆百	10	
1311:	感情用事	10	
1312:	如履薄冰	10	
1313:	花言巧语	10	
1314:	有求必应	10	
1315:	互通有无	10	
1316:	自食其果	10	
1317:	赶尽杀绝	10	
1318:	刚柔相济	10	
1319:	悬崖峭壁	10	
1320:	肃然起敬	10	
1321:	心心相印	10	
1322:	不可多得	10	
1323:	拂袖而去	10	
1324:	惟利是图	10	
1325:	一望无际	10	
1326:	百感交集	10	
1327:	一气呵成	10	
1328:	玩世不恭	10	
1329:	如坐针毡	10	
1330:	闻所未闻	10	
1331:	众所瞩目	10	
1332:	腹背受敌	10	
1333:	阳奉阴违	10	
1334:	洪水猛兽	10	
1335:	横生枝节	10	
1336:	硕果仅存	10	
1337:	照本宣科	10	
1338:	横冲直撞	10	
1339:	如影随形	10	
1340:	粗制滥造	10	
1341:	见死不救	10	
1342:	离心离德	10	
1343:	狂妄自大	10	
1344:	手足无措	10	
1345:	据为己有	10	
1346:	城下之盟	10	
1347:	石破天惊	10	
1348:	励精图治	10	
1349:	志同道合	10	
1350:	常备不懈	10	
1351:	逐字逐句	10	
1352:	头面人物	10	
1353:	颐指气使	10	
1354:	难分难解	10	
1355:	先入为主	10	
1356:	近水楼台	10	
1357:	惊弓之鸟	10	
1358:	十有八九	10	
1359:	以理服人	10	
1360:	一掷千金	10	
1361:	车水马龙	10	
1362:	前仆后继	10	
1363:	举一反三	10	
1364:	溃不成军	10	
1365:	快马加鞭	10	
1366:	三五成群	10	
1367:	闭关锁国	10	
1368:	左邻右舍	10	
1369:	贪污腐化	10	
1370:	投机取巧	10	
1371:	蔚然成风	10	
1372:	原封不动	10	
1373:	一马当先	10	
1374:	良莠不齐	10	
1375:	疏而不漏	10	
1376:	坐失良机	10	
1377:	一技之长	10	4
1378:	精力充沛	10	
1379:	坐收渔利	10	
1380:	慷慨解囊	10	
1381:	庸人自扰	10	
1382:	冰天雪地	10	
1383:	孜孜以求	10	
1384:	遍地开花	10	
1385:	踌躇满志	10	
1386:	变幻莫测	10	
1387:	语焉不详	10	
1388:	单枪匹马	10	
1389:	捷足先登	10	
1390:	项庄舞剑	10	
1391:	真知灼见	9	
1392:	多才多艺	9	
1393:	咎由自取	9	
1394:	兴师动众	9	
1395:	锣鼓喧天	9	
1396:	千奇百怪	9	
1397:	步履维艰	9	
1398:	举世无双	9	
1399:	麻痹大意	9	
1400:	跃然纸上	9	
1401:	形影不离	9	
1402:	翻箱倒柜	9	
1403:	威风凛凛	9	
1404:	可有可无	9	
1405:	科班出身	9	
1406:	化险为夷	9	
1407:	称王称霸	9	
1408:	画地为牢	9	
1409:	重见天日	9	
1410:	不知所终	9	
1411:	地利人和	9	
1412:	泣不成声	9	
1413:	千变万化	9	
1414:	半途而废	9	4
1415:	发家致富	9	
1416:	暴跳如雷	9	
1417:	救死扶伤	9	
1418:	千军万马	9	4
1419:	震撼人心	9	
1420:	翻山越岭	9	
1421:	满城风雨	9	
1422:	芒刺在背	9	
1423:	漫天要价	9	
1424:	多如牛毛	9	
1425:	破釜沉舟	9	
1426:	唇亡齿寒	9	
1427:	扶摇直上	9	
1428:	立足之地	9	
1429:	心力交瘁	9	
1430:	同流合污	9	
1431:	见多识广	9	
1432:	寸步难行	9	
1433:	独到之处	9	
1434:	风土人情	9	
1435:	喜闻乐见	9	
1436:	飞檐走壁	9	
1437:	喜气洋洋	9	
1438:	打得火热	9	
1439:	物是人非	9	
1440:	误入歧途	9	
1441:	建功立业	9	
1442:	锋芒毕露	9	
1443:	将心比心	9	
1444:	巧立名目	9	
1445:	授人以柄	9	
1446:	斗志昂扬	9	
1447:	其貌不扬	9	
1448:	不知所云	9	
1449:	两手空空	9	
1450:	一笑置之	9	
1451:	草菅人命	9	
1452:	与人为善	9	
1453:	语无伦次	9	
1454:	炉火纯青	9	
1455:	不共戴天	9	
1456:	交相辉映	9	
1457:	小题大作	9	
1458:	祸不单行	9	
1459:	不假思索	9	
1460:	有言在先	9	
1461:	狼子野心	9	
1462:	残缺不全	9	
1463:	张牙舞爪	9	
1464:	清水衙门	9	
1465:	视死如归	9	
1466:	大难不死	9	
1467:	前功尽弃	9	
1468:	同舟共济	9	
1469:	雾里看花	9	
1470:	大快人心	9	
1471:	急不可耐	9	
1472:	徒劳无功	9	
1473:	心血来潮	9	
1474:	大江南北	9	
1475:	唯利是图	9	
1476:	五湖四海	9	
1477:	稍纵即逝	9	
1478:	故技重演	9	
1479:	功成身退	9	
1480:	病入膏肓	9	
1481:	厚颜无耻	9	
1482:	孤家寡人	9	
1483:	红杏出墙	9	
1484:	体贴入微	9	
1485:	无所畏惧	9	
1486:	固若金汤	9	
1487:	仁至义尽	9	
1488:	名不副实	9	
1489:	明知故犯	9	
1490:	高屋建瓴	9	
1491:	后继有人	9	
1492:	不卑不亢	9	4
1493:	含糊其词	9	
1494:	胆大包天	9	
1495:	高人一等	9	
1496:	一门心思	9	
1497:	大有裨益	9	
1498:	公报私仇	9	
1499:	果不其然	9	
1500:	洋洋洒洒	9	
1501:	天伦之乐	9	
1502:	自言自语	9	3
1503:	移花接木	9	
1504:	言行一致	9	
1505:	酸甜苦辣	9	
1506:	只言片语	9	
1507:	不时之需	9	
1508:	无所不能	9	
1509:	蛊惑人心	9	
1510:	怒气冲冲	9	
1511:	太平盛世	9	
1512:	奔走相告	9	
1513:	感同身受	9	
1514:	无人之境	9	
1515:	天下无敌	9	
1516:	猝不及防	9	
1517:	刚愎自用	9	
1518:	不出所料	9	
1519:	拿手好戏	9	
1520:	拐弯抹角	9	
1521:	毫不讳言	8	
1522:	十恶不赦	8	
1523:	难言之隐	8	
1524:	五颜六色	8	
1525:	墨守成规	8	
1526:	以强凌弱	8	
1527:	足不出户	8	
1528:	高谈阔论	8	
1529:	心安理得	8	
1530:	和衷共济	8	
1531:	津津有味	8	4
1532:	饮食起居	8	
1533:	人之常情	8	
1534:	东拉西扯	8	
1535:	招架不住	8	
1536:	尽人皆知	8	
1537:	忠心耿耿	8	
1538:	居高临下	8	
1539:	百战百胜	8	
1540:	合二为一	8	
1541:	冷嘲热讽	8	
1542:	而立之年	8	
1543:	搔首弄姿	8	
1544:	反目成仇	8	
1545:	衣锦还乡	8	
1546:	窒碍难行	8	
1547:	生生不息	8	
1548:	寸步不让	8	
1549:	艰苦朴素	8	
1550:	孜孜不倦	8	
1551:	大材小用	8	
1552:	分而治之	8	
1553:	不速之客	8	
1554:	是是非非	8	
1555:	造谣生事	8	
1556:	损兵折将	8	
1557:	名利双收	8	
1558:	闻风而动	8	
1559:	寸土必争	8	
1560:	劳师动众	8	
1561:	纵横交错	8	
1562:	七零八落	8	
1563:	两全其美	8	
1564:	老谋深算	8	
1565:	灯红酒绿	8	
1566:	精打细算	8	4
1567:	另辟蹊径	8	
1568:	一五一十	8	
1569:	左支右绌	8	
1570:	三天两头	8	
1571:	各就各位	8	
1572:	顾名思义	8	
1573:	语不惊人	8	
1574:	大惊失色	8	
1575:	敷衍了事	8	
1576:	水土不服	8	
1577:	放任自流	8	
1578:	无的放矢	8	
1579:	东西南北	8	
1580:	临危受命	8	
1581:	堆积如山	8	
1582:	从中作梗	8	
1583:	生灵涂炭	8	
1584:	排忧解难	8	
1585:	攻其不备	8	
1586:	疾言厉色	8	
1587:	自暴自弃	8	
1588:	倾巢出动	8	
1589:	一衣带水	8	
1590:	痛改前非	8	
1591:	欺软怕硬	8	
1592:	民脂民膏	8	
1593:	源源不绝	8	
1594:	焕然一新	8	
1595:	看家本领	8	
1596:	不堪入耳	8	
1597:	强词夺理	8	
1598:	初出茅庐	8	
1599:	身不由己	8	
1600:	倒打一耙	8	
1601:	振振有辞	8	
1602:	大功告成	8	
1603:	寝食不安	8	
1604:	一手包办	8	
1605:	代代相传	8	
1606:	杀气腾腾	8	
1607:	无边无际	8	
1608:	廉洁奉公	8	
1609:	阴差阳错	8	
1610:	天之骄子	8	
1611:	盖棺定论	8	
1612:	养尊处优	8	
1613:	面红耳赤	8	
1614:	目不转睛	8	
1615:	重男轻女	8	
1616:	不着边际	8	
1617:	出神入化	8	
1618:	坑蒙拐骗	8	
1619:	燃眉之急	8	
1620:	敲锣打鼓	8	
1621:	推陈出新	8	
1622:	鬼使神差	8	
1623:	趁热打铁	8	
1624:	抛砖引玉	8	
1625:	眉飞色舞	8	
1626:	应接不暇	8	
1627:	苟延残喘	8	
1628:	紧急关头	8	
1629:	出人意外	8	
1630:	以身试法	8	
1631:	恶贯满盈	8	
1632:	靠天吃饭	8	
1633:	三言两语	8	
1634:	养家糊口	8	
1635:	赤膊上阵	8	
1636:	浴血奋战	8	
1637:	门庭若市	8	
1638:	一哄而散	8	4
1639:	等闲视之	8	
1640:	大放厥词	8	
1641:	众口一词	8	
1642:	混淆是非	8	
1643:	浓墨重彩	8	
1644:	声名鹊起	8	
1645:	翻云覆雨	8	
1646:	此起彼落	8	
1647:	落花流水	8	
1648:	别开生面	8	
1649:	落地生根	8	
1650:	汪洋大海	8	
1651:	心狠手辣	8	
1652:	乘风破浪	8	
1653:	暧昧不明	8	
1654:	闪烁其辞	8	
1655:	千篇一律	8	
1656:	师出有名	8	
1657:	大惑不解	8	
1658:	约法三章	8	
1659:	横七竖八	8	
1660:	扫地出门	8	
1661:	心旷神怡	8	
1662:	与虎谋皮	8	
1663:	在天之灵	8	
1664:	以攻为守	8	
1665:	回头是岸	8	
1666:	回味无穷	8	
1667:	半推半就	8	
1668:	死心塌地	8	
1669:	快人快语	8	
1670:	声泪俱下	8	
1671:	怒不可遏	8	
1672:	叫苦不迭	8	
1673:	退避三舍	8	
1674:	吃喝玩乐	8	
1675:	稳操胜券	8	
1676:	狂风暴雨	8	
1677:	脍炙人口	8	
1678:	依然故我	8	
1679:	各执一词	8	
1680:	步履蹒跚	8	
1681:	予取予求	8	
1682:	一点一滴	8	
1683:	无所事事	8	
1684:	百折不挠	8	
1685:	在劫难逃	8	
1686:	言不由衷	8	
1687:	穿针引线	8	
1688:	金戈铁马	7	
1689:	忧心如焚	7	
1690:	心烦意乱	7	
1691:	南征北战	7	
1692:	无可救药	7	
1693:	力排众议	7	
1694:	筋疲力尽	7	
1695:	光宗耀祖	7	
1696:	攻城掠地	7	
1697:	一哄而上	7	
1698:	礼尚往来	7	
1699:	同室操戈	7	
1700:	喜上眉梢	7	
1701:	不甚了了	7	
1702:	不苟言笑	7	
1703:	相依为命	7	
1704:	沉默寡言	7	
1705:	千夫所指	7	
1706:	食言而肥	7	
1707:	锒铛入狱	7	
1708:	想入非非	7	
1709:	亡国灭种	7	
1710:	举手投足	7	
1711:	孤军奋战	7	
1712:	捐弃前嫌	7	
1713:	翻来覆去	7	
1714:	出言不逊	7	
1715:	欲罢不能	7	
1716:	苟且偷生	7	
1717:	天花乱坠	7	
1718:	天昏地暗	7	
1719:	一呼百应	7	
1720:	原形毕露	7	
1721:	臭名远扬	7	
1722:	天寒地冻	7	
1723:	欲擒故纵	7	
1724:	康庄大道	7	
1725:	置之死地	7	
1726:	日以继夜	7	
1727:	世外桃源	7	
1728:	无关痛痒	7	
1729:	朝思暮想	7	
1730:	川流不息	7	4
1731:	攻守同盟	7	
1732:	精锐之师	7	
1733:	一言一行	7	
1734:	泛滥成灾	7	
1735:	恃强凌弱	7	
1736:	寡不敌众	7	
1737:	前所未闻	7	
1738:	一干二净	7	4
1739:	比翼双飞	7	
1740:	纸醉金迷	7	
1741:	放虎归山	7	
1742:	功成名就	7	
1743:	势不两立	7	
1744:	坐享其成	7	
1745:	先见之明	7	
1746:	胆战心惊	7	
1747:	百战不殆	7	
1748:	像模像样	7	
1749:	半夜三更	7	
1750:	以卵击石	7	
1751:	小恩小惠	7	
1752:	一家之言	7	
1753:	天女散花	7	
1754:	对答如流	7	
1755:	狼狈不堪	7	
1756:	手舞足蹈	7	
1757:	心急火燎	7	
1758:	忘恩负义	7	
1759:	掌上明珠	7	
1760:	从善如流	7	
1761:	信口雌黄	7	
1762:	血流如注	7	
1763:	自我陶醉	7	
1764:	张冠李戴	7	
1765:	安于现状	7	
1766:	徒有虚名	7	
1767:	鹿死谁手	7	
1768:	惨绝人寰	7	
1769:	星星之火	7	
1770:	浮想联翩	7	
1771:	积重难返	7	
1772:	出类拔萃	7	
1773:	生老病死	7	
1774:	望子成龙	7	
1775:	另眼相看	7	
1776:	家家户户	7	
1777:	妻离子散	7	
1778:	无声无息	7	
1779:	出乎预料	7	
1780:	自私自利	7	4
1781:	心满意足	7	
1782:	一念之差	7	
1783:	钻牛角尖	7	
1784:	心直口快	7	
1785:	明哲保身	7	
1786:	倾巢而出	7	
1787:	溜之大吉	7	
1788:	令人作呕	7	
1789:	和蔼可亲	7	
1790:	惺惺作态	7	
1791:	稳步前进	7	
1792:	神通广大	7	
1793:	神乎其神	7	
1794:	威胁利诱	7	
1795:	吃里扒外	7	
1796:	破门而入	7	
1797:	行云流水	7	
1798:	万全之策	7	
1799:	冲昏头脑	7	
1800:	平淡无奇	7	
1801:	画饼充饥	7	
1802:	甜言蜜语	7	
1803:	貌合神离	7	
1804:	山穷水尽	7	
1805:	四通八达	7	
1806:	冒名顶替	7	
1807:	一决雌雄	7	
1808:	面面相觑	7	
1809:	付之一炬	7	
1810:	论资排辈	7	
1811:	天灾人祸	7	
1812:	登堂入室	7	
1813:	活灵活现	7	
1814:	穷困潦倒	7	
1815:	铁证如山	7	
1816:	一丝一毫	7	
1817:	出人意表	7	
1818:	高高在上	7	
1819:	马放南山	7	
1820:	自作自受	7	
1821:	暗无天日	7	
1822:	重整旗鼓	7	
1823:	拔刀相助	7	
1824:	价值连城	7	
1825:	欺上瞒下	7	
1826:	海纳百川	7	
1827:	风华正茂	7	
1828:	品头论足	7	
1829:	深不可测	7	
1830:	两面三刀	7	
1831:	巧取豪夺	7	
1832:	一走了之	7	
1833:	各得其所	7	
1834:	寸草不生	7	
1835:	有备无患	7	
1836:	束手束脚	7	
1837:	通宵达旦	7	
1838:	害群之马	7	
1839:	自得其乐	7	
1840:	不依不饶	7	
1841:	江河日下	7	
1842:	揭竿而起	7	
1843:	不乏其人	7	
1844:	无出其右	7	
1845:	一笑了之	7	
1846:	望梅止渴	7	
1847:	受宠若惊	7	
1848:	作奸犯科	7	
1849:	无理取闹	7	
1850:	咬紧牙关	7	
1851:	一字一句	7	
1852:	如获至宝	7	
1853:	咬文嚼字	7	
1854:	自我解嘲	7	
1855:	寥寥可数	7	
1856:	指鹿为马	7	
1857:	避实就虚	7	
1858:	循规蹈矩	7	
1859:	人尽其才	7	
1860:	天下太平	7	
1861:	抽丝剥茧	7	
1862:	七上八下	7	
1863:	数典忘祖	7	
1864:	生气勃勃	7	
1865:	毫无二致	7	
1866:	面不改色	6	
1867:	赤手空拳	6	
1868:	自取灭亡	6	
1869:	凭空捏造	6	
1870:	绵里藏针	6	
1871:	疑神疑鬼	6	
1872:	无以复加	6	
1873:	依然如故	6	
1874:	神经过敏	6	
1875:	男欢女爱	6	
1876:	无地自容	6	
1877:	独树一帜	6	
1878:	丧尽天良	6	
1879:	不辞而别	6	4
1880:	盛气凌人	6	
1881:	夸夸其谈	6	
1882:	低三下四	6	
1883:	夸大其辞	6	
1884:	先斩后奏	6	
1885:	贤妻良母	6	
1886:	能上能下	6	
1887:	因噎废食	6	
1888:	鱼死网破	6	
1889:	一语双关	6	
1890:	省吃俭用	6	
1891:	门禁森严	6	
1892:	鼻青脸肿	6	
1893:	空中楼阁	6	
1894:	无微不至	6	4
1895:	引而不发	6	
1896:	门当户对	6	4
1897:	雨过天晴	6	
1898:	临阵脱逃	6	
1899:	一笔勾消	6	
1900:	吞吞吐吐	6	
1901:	神采飞扬	6	
1902:	恋恋不舍	6	
1903:	实至名归	6	
1904:	自生自灭	6	
1905:	不管不顾	6	
1906:	扣人心弦	6	
1907:	飘洋过海	6	
1908:	低声下气	6	
1909:	有口皆碑	6	
1910:	判若两人	6	
1911:	雷霆万钧	6	
1912:	姗姗来迟	6	
1913:	闭门造车	6	
1914:	一步登天	6	
1915:	诱敌深入	6	
1916:	欺世盗名	6	
1917:	丢人现眼	6	
1918:	渔人之利	6	
1919:	逆来顺受	6	
1920:	称兄道弟	6	
1921:	漏网之鱼	6	
1922:	拖泥带水	6	
1923:	自不量力	6	
1924:	流言蜚语	6	
1925:	身先士卒	6	
1926:	喜笑颜开	6	
1927:	尸横遍野	6	
1928:	无名英雄	6	
1929:	诚惶诚恐	6	
1930:	无所不包	6	
1931:	一刀两断	6	
1932:	得道多助	6	
1933:	僧多粥少	6	
1934:	妙趣横生	6	
1935:	永垂不朽	6	4
1936:	乐在其中	6	
1937:	落叶归根	6	
1938:	两肋插刀	6	
1939:	七拼八凑	6	
1940:	鸣金收兵	6	
1941:	投其所好	6	
1942:	避人耳目	6	
1943:	无济於事	6	
1944:	包罗万象	6	
1945:	五彩缤纷	6	
1946:	年逾古稀	6	
1947:	明辨是非	6	
1948:	图谋不轨	6	
1949:	理屈词穷	6	
1950:	备而不用	6	
1951:	赏心悦目	6	
1952:	握手言欢	6	
1953:	略胜一筹	6	
1954:	做贼心虚	6	
1955:	长途跋涉	6	
1956:	以讹传讹	6	
1957:	水乳交融	6	
1958:	一往情深	6	
1959:	为非作恶	6	
1960:	情同手足	6	
1961:	即兴之作	6	
1962:	烽火连天	6	
1963:	足智多谋	6	
1964:	斩草除根	6	4
1965:	扪心自问	6	
1966:	风烛残年	6	
1967:	情真意切	6	
1968:	祸国殃民	6	
1969:	行色匆匆	6	
1970:	不毛之地	6	
1971:	取信于民	6	
1972:	惶恐不安	6	
1973:	全民皆兵	6	
1974:	屈打成招	6	
1975:	不露声色	6	
1976:	惺惺相惜	6	
1977:	醉生梦死	6	
1978:	众叛亲离	6	
1979:	付之东流	6	
1980:	轻车熟路	6	
1981:	入乡随俗	6	
1982:	心慈手软	6	
1983:	打成一片	6	
1984:	金蝉脱壳	6	
1985:	金碧辉煌	6	
1986:	分门别类	6	
1987:	分进合击	6	
1988:	今不如昔	6	
1989:	打退堂鼓	6	
1990:	前呼后拥	6	
1991:	前无古人	6	
1992:	肺腑之言	6	
1993:	戒骄戒躁	6	
1994:	答非所问	6	
1995:	同出一辙	6	
1996:	亲痛仇快	6	
1997:	见猎心喜	6	
1998:	青梅竹马	6	
1999:	书香门第	6	
2000:	义正词严	6	
2001:	解甲归田	6	
2002:	达官贵人	6	
2003:	粉饰太平	6	
2004:	心腹之患	6	
2005:	盖棺论定	6	
2006:	汹涌澎湃	6	
2007:	各有所长	6	
2008:	人人自危	6	
2009:	人微言轻	6	
2010:	趾高气扬	6	
2011:	中流砥柱	6	
2012:	人人皆知	6	
2013:	各为其主	6	
2014:	隔岸观火	6	
2015:	惴惴不安	6	
2016:	指挥若定	6	
2017:	望其项背	6	
2018:	人心向背	6	
2019:	人仰马翻	6	
2020:	姑妄听之	6	
2021:	日积月累	6	
2022:	日理万机	6	
2023:	爱不释手	6	
2024:	言之成理	6	
2025:	股掌之上	6	
2026:	不惜工本	6	
2027:	言简意赅	6	
2028:	天马行空	6	
2029:	顾虑重重	6	
2030:	豪言壮语	6	
2031:	格杀勿论	6	
2032:	吹毛求疵	6	
2033:	重操旧业	6	
2034:	整军经武	6	
2035:	胡言乱语	6	
2036:	高不可攀	6	
2037:	垂死挣扎	6	
2038:	花天酒地	6	
2039:	休戚相关	6	
2040:	欢声雷动	6	
2041:	养虎遗患	6	
2042:	群策群力	6	
2043:	嘘寒问暖	6	
2044:	高风亮节	6	
2045:	人多势众	6	
2046:	损人利己	6	4
2047:	血肉相连	6	
2048:	血雨腥风	6	
2049:	高抬贵手	6	
2050:	高人一筹	6	
2051:	翩翩起舞	6	
2052:	喧宾夺主	6	
2053:	高歌猛进	6	
2054:	人才辈出	6	
2055:	助纣为虐	6	
2056:	绘声绘色	6	
2057:	远走高飞	6	
2058:	惊惶失措	6	
2059:	井然有序	6	
2060:	精诚团结	6	
2061:	转危为安	6	
2062:	晕头转向	6	
2063:	不惑之年	6	
2064:	就地取材	6	
2065:	大处着眼	6	
2066:	千锤百炼	6	
2067:	千头万绪	6	
2068:	井底之蛙	6	
2069:	一言九鼎	6	
2070:	不慌不忙	6	
2071:	谦谦君子	6	
2072:	空空如也	6	
2073:	牵强附会	6	
2074:	经久不息	6	
2075:	久负盛名	6	
2076:	装模作样	6	
2077:	尔虞我诈	6	
2078:	未定之天	6	
2079:	世态炎凉	6	
2080:	走马观花	6	
2081:	怨天尤人	6	
2082:	初露锋芒	6	
2083:	千辛万苦	6	
2084:	鹤立鸡群	5	
2085:	暗度陈仓	5	
2086:	民怨沸腾	5	
2087:	天摇地动	5	
2088:	食不果腹	5	
2089:	灭绝人性	5	
2090:	民不聊生	5	
2091:	作壁上观	5	
2092:	洋洋自得	5	
2093:	学以致用	5	
2094:	披头散发	5	
2095:	知彼知己	5	
2096:	开源节流	5	
2097:	支支吾吾	5	
2098:	血肉横飞	5	
2099:	名不虚传	5	
2100:	深仇大恨	5	
2101:	缘木求鱼	5	
2102:	开宗明义	5	
2103:	名垂青史	5	
2104:	忠言逆耳	5	
2105:	望洋兴叹	5	
2106:	如胶似漆	5	
2107:	天涯海角	5	
2108:	洋洋得意	5	
2109:	血海深仇	5	
2110:	作茧自缚	5	
2111:	阴魂不散	5	
2112:	人浮于事	5	
2113:	明升暗降	5	
2114:	耳濡目染	5	
2115:	疲於奔命	5	
2116:	昂首阔步	5	
2117:	一语中的	5	
2118:	裙带关系	5	
2119:	无为而治	5	
2120:	有气无力	5	
2121:	大相迳庭	5	
2122:	眉清目秀	5	
2123:	郁郁葱葱	5	
2124:	阴谋诡计	5	
2125:	瓮中捉鳖	5	
2126:	没日没夜	5	
2127:	不治之症	5	
2128:	话中有话	5	
2129:	四平八稳	5	
2130:	肝肠寸断	5	
2131:	垂头丧气	5	
2132:	有色眼镜	5	
2133:	感激涕零	5	
2134:	尽力而为	5	
2135:	响彻云霄	5	
2136:	美中不足	5	4
2137:	虚无缥缈	5	
2138:	发人深思	5	
2139:	知难而进	5	
2140:	正大光明	5	
2141:	勉为其难	5	
2142:	素不相识	5	
2143:	三番两次	5	
2144:	厚此薄彼	5	
2145:	发奋图强	5	4
2146:	后继无人	5	
2147:	纲举目张	5	
2148:	终身大事	5	
2149:	决一死战	5	
2150:	惹事生非	5	
2151:	如临深渊	5	
2152:	桀骜不驯	5	
2153:	狐狸尾巴	5	
2154:	热气腾腾	5	
2155:	弥留之际	5	
2156:	赤子之心	5	
2157:	哄堂大笑	5	
2158:	无情无义	5	4
2159:	追根究底	5	
2160:	阿谀奉承	5	
2161:	无坚不摧	5	
2162:	不痛不痒	5	
2163:	如此而已	5	
2164:	唾手可得	5	
2165:	能说会道	5	
2166:	出水芙蓉	5	
2167:	能工巧匠	5	
2168:	志得意满	5	
2169:	人云亦云	5	
2170:	丑态百出	5	
2171:	舍我其谁	5	
2172:	忧国忧民	5	
